Protein IDs	Majority protein IDs	Peptide counts (all)	Peptide counts (razor+unique)	Peptide counts (unique)	Protein names	Gene names	Fasta headers	Number of proteins	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Sequence length	Sequence lengths	Fraction average	Fraction 1	Fraction 2	Fraction 3	Fraction 4	Fraction 5	Fraction 6	Fraction 7	Fraction 8	Q-value	Score	Reporter intensity corrected 1	Reporter intensity corrected 2	Reporter intensity corrected 3	Reporter intensity corrected 4	Reporter intensity corrected 5	Reporter intensity corrected 6	Reporter intensity corrected 7	Reporter intensity corrected 8	Reporter intensity corrected 9	Reporter intensity corrected 10	Reporter intensity 1	Reporter intensity 2	Reporter intensity 3	Reporter intensity 4	Reporter intensity 5	Reporter intensity 6	Reporter intensity 7	Reporter intensity 8	Reporter intensity 9	Reporter intensity 10	Reporter intensity count 1	Reporter intensity count 2	Reporter intensity count 3	Reporter intensity count 4	Reporter intensity count 5	Reporter intensity count 6	Reporter intensity count 7	Reporter intensity count 8	Reporter intensity count 9	Reporter intensity count 10	Intensity	MS/MS count	Only identified by site	Reverse	Potential contaminant	id	Peptide IDs	Peptide is razor	Mod. peptide IDs	Evidence IDs	MS/MS IDs	Best MS/MS	Oxidation (M) site IDs	Oxidation (M) site positions	Taxonomy IDs
P84084	P84084	4	1	1	ADP-ribosylation factor 5	Arf5	sp|P84084|ARF5_MOUSE ADP-ribosylation factor 5 OS=Mus musculus OX=10090 GN=Arf5 PE=1 SV=2	1	4	1	1	28.9	3.9	3.9	20.529	180	180	3			1						0	2.5338	657320	347100	720860	392810	365350	325750	0	331790	389050	480360	620110	324960	724220	394580	379780	336470	31430	347020	363590	458260	1	1	1	1	1	1	0	1	1	1	50874000	1				830	6221;6793;8295;10088	False;False;True;False	6603;7201;8793;10794	17407;18899;18900;18901;18902;18903;18904;22784;27994;27995;27996;27997	18214;19694;19695;19696;19697;23814;29200	18214;19695;23814;29200			-1
P84089	P84089	1	1	1	Enhancer of rudimentary homolog	Erh	sp|P84089|ERH_MOUSE Enhancer of rudimentary homolog OS=Mus musculus OX=10090 GN=Erh PE=1 SV=1	1	1	1	1	10.6	10.6	10.6	12.259	104	104	7.5							1	1	0	116.09	11150000	8389600	15786000	7542700	8039200	9124800	83521	9046100	9504000	14272000	10539000	7838200	15656000	7751000	8354800	9200700	807480	9508100	8885300	13587000	3	3	3	3	3	3	3	3	3	3	1848200000	3				831	11690	TRUE	12490	32098;32099	33386;33387;33388	33388			-1
P84091	P84091	4	4	4	AP-2 complex subunit mu	Ap2m1	sp|P84091|AP2M1_MOUSE AP-2 complex subunit mu OS=Mus musculus OX=10090 GN=Ap2m1 PE=1 SV=1	1	4	4	4	9	9	9	49.654	435	435	4	1				3				0.00046577	2.2566	9696400	5329100	10394000	6052600	6252000	4321000	44006	4034400	4145700	5723100	9146100	4989300	10471000	6066800	6393400	4506600	472310	4238000	3874900	5462600	3	3	3	3	3	3	2	3	3	3	250420000	4				832	2274;9818;11930;11935	True;True;True;True	2430;10451;12749;12754	6467;27108;32882;32888	6772;28332;34195;34201	6772;28332;34195;34201	532	1	-1
P84096	P84096	2	2	2	Rho-related GTP-binding protein RhoG	Rhog	sp|P84096|RHOG_MOUSE Rho-related GTP-binding protein RhoG OS=Mus musculus OX=10090 GN=Rhog PE=1 SV=1	1	2	2	2	15.2	15.2	15.2	21.308	191	191	4.5				1	1				0	4.7979	1970400	945290	2098200	1267300	947470	749720	2674.1	913610	1079000	1235900	1858500	886640	2109800	1255200	997450	801200	87127	945120	1008500	1181200	1	1	1	1	1	1	1	1	1	1	55714000	2				833	1761;3887	True;True	1880;4145	4988;10896	5225;11452	5225;11452			-1
P84099	P84099	3	3	3	60S ribosomal protein L19	Rpl19	sp|P84099|RL19_MOUSE 60S ribosomal protein L19 OS=Mus musculus OX=10090 GN=Rpl19 PE=1 SV=1	1	3	3	3	17.3	17.3	17.3	23.466	196	196	4.29			2	2	2	1			0	41.88	8330500	3529600	6960400	4262500	4073400	4574500	145920	4485000	4672000	6040300	7846700	3306700	7125500	4281800	4179100	4641600	495750	4680600	4371500	5773500	5	5	5	5	5	5	4	5	5	5	700220000	5				834	8546;11100;14299	True;True;True	9066;11862;15278	23481;30509;30510;30511;39461;39462;39463	24555;31804;31805;41036;41037	24555;31804;41037			-1
P84104;P84104-2	P84104;P84104-2	2;2	2;2	2;2	Serine/arginine-rich splicing factor 3	Srsf3	sp|P84104|SRSF3_MOUSE Serine/arginine-rich splicing factor 3 OS=Mus musculus OX=10090 GN=Srsf3 PE=1 SV=1;sp|P84104-2|SRSF3_MOUSE Isoform Short of Serine/arginine-rich splicing factor 3 OS=Mus musculus OX=10090 GN=Srsf3	2	2	2	2	18.3	18.3	18.3	19.329	164	164;124	5				1		1			0	10.428	8044400	5348600	9734000	4824200	5227800	4329100	19193	4292800	4523800	6940200	7594100	4997200	9731600	4931000	5402900	4443600	425920	4521500	4228000	6603000	2	2	2	2	2	2	1	2	2	2	651570000	2				835	459;10207	True;True	486;10924	1298;28326	1351;29536	1351;29536			-1;-1
P85094	P85094	7	7	7	"Isochorismatase domain-containing protein 2A, mitochondrial"	Isoc2a	sp|P85094|ISC2A_MOUSE Isochorismatase domain-containing protein 2A OS=Mus musculus OX=10090 GN=Isoc2a PE=1 SV=1	1	7	7	7	63.1	63.1	63.1	22.417	206	206	5.29	1	3	1	4	2	4	5	4	0	311.52	95027000	33380000	93981000	29528000	31922000	20998000	128890	25002000	30944000	34911000	89590000	31183000	94771000	30136000	34873000	22049000	1927700	25915000	28919000	33336000	23	23	23	23	23	23	9	23	23	23	11389000000	23				836	3574;4266;5256;6799;8588;10770;12366	True;True;True;True;True;True;True	3816;4549;5578;7208;9109;11513;13213	10086;10087;10088;10089;10090;11964;14732;14733;14734;18919;18920;18921;18922;18923;18924;18925;23564;23565;23566;23567;23568;29712;29713;33974	10600;10601;10602;12567;15453;19711;19712;19713;19714;19715;19716;19717;19718;24640;24641;24642;24643;24644;24645;30994;30995;35287;35288	10602;12567;15453;19714;24642;30995;35288			-1
Q6ZWV3;P86048	Q6ZWV3;P86048	3;3	3;3	3;3	60S ribosomal protein L10;60S ribosomal protein L10-like	Rpl10;Rpl10l	sp|Q6ZWV3|RL10_MOUSE 60S ribosomal protein L10 OS=Mus musculus OX=10090 GN=Rpl10 PE=1 SV=3;sp|P86048|RL10L_MOUSE 60S ribosomal protein L10-like OS=Mus musculus OX=10090 GN=Rpl10l PE=2 SV=1	2	3	3	3	13.6	13.6	13.6	24.604	214	214;214	5.8				1	2		1	1	0	11.123	11904000	7099800	18897000	5776200	5725800	5391300	102990	8844600	6973800	12342000	11263000	6628100	18593000	5958400	6368800	5611200	619250	9046200	6521200	11785000	4	4	4	4	4	4	2	4	4	4	757380000	4				837	3165;4418;7013	True;True;True	3379;4712;7442	8924;8925;12413;12414;19514	9386;13054;13055;20354	9386;13055;20354			-1;-1
P97290	P97290	1	1	1	Plasma protease C1 inhibitor	Serping1	sp|P97290|IC1_MOUSE Plasma protease C1 inhibitor OS=Mus musculus OX=10090 GN=Serping1 PE=1 SV=3	1	1	1	1	2	2	2	55.584	504	504	8								1	0.008921	1.1682	3085200	1386900	2793900	1634400	1233400	1189900	35241	1039400	1146100	1486300	2907200	1299000	2838000	1634800	1302600	1237100	135030	1096600	1072400	1418400	1	1	1	1	1	1	1	1	1	1	143450000	1				838	2120	TRUE	2268	5982	6260	6260			-1
P97298	P97298	2	2	2	Pigment epithelium-derived factor	Serpinf1	sp|P97298|PEDF_MOUSE Pigment epithelium-derived factor OS=Mus musculus OX=10090 GN=Serpinf1 PE=1 SV=2	1	2	2	2	9.4	9.4	9.4	46.233	417	417	6				1				1	0	23.108	5873800	3370000	5828700	4275300	4263100	3465400	18792	2961500	2699500	3361400	5537900	3158900	5910500	4263400	4291100	3570600	325510	3095600	2523400	3229500	3	3	3	3	3	3	2	3	3	3	482030000	3				839	61;1158	True;True	65;1232	143;3273	141;3448;3449	141;3448			-1
P97300-3;P97300-1;P97300	P97300-3;P97300-1;P97300	1;1;1	1;1;1	1;1;1	Neuroplastin	Nptn	sp|P97300-3|NPTN_MOUSE Isoform 3 of Neuroplastin OS=Mus musculus OX=10090 GN=Nptn;sp|P97300-1|NPTN_MOUSE Isoform 1 of Neuroplastin OS=Mus musculus OX=10090 GN=Nptn;sp|P97300|NPTN_MOUSE Neuroplastin OS=Mus musculus OX=10090 GN=Nptn PE=1 SV=3	3	1	1	1	3.6	3.6	3.6	30.821	277	277;281;397	4				1					0	3.0287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				840	7212	TRUE	7652	20037	20910	20910			-1;-1;-1
P97315	P97315	1	1	1	Cysteine and glycine-rich protein 1	Csrp1	sp|P97315|CSRP1_MOUSE Cysteine and glycine-rich protein 1 OS=Mus musculus OX=10090 GN=Csrp1 PE=1 SV=3	1	1	1	1	4.7	4.7	4.7	20.583	193	193	5					1				0	3.2345	2238200	693840	1890500	1040600	957680	773830	0	621000	696490	824770	2108400	651710	1931600	1027300	995570	801670	72462	656360	650900	788650	1	1	1	1	1	1	0	1	1	1	59931000	1				841	11468	TRUE	12253	31448	32717	32717			-1
P97333	P97333	2	2	2	Neuropilin-1	Nrp1	sp|P97333|NRP1_MOUSE Neuropilin-1 OS=Mus musculus OX=10090 GN=Nrp1 PE=1 SV=2	1	2	2	2	3.7	3.7	3.7	103	923	923	6					1		1		0	19.7	1363000	1136000	1828300	1155200	1238100	892050	28134	909340	1011500	1422900	1287700	1062400	1822400	1167800	1254200	926430	124330	955130	946320	1354800	2	2	2	2	2	2	2	2	2	2	314520000	2				842	734;13189	True;True	779;14089	2089;36360	2222;37777	2222;37777			-1
P97346-2;P97346	P97346-2;P97346	1;1	1;1	1;1	Nucleoredoxin	Nxn	sp|P97346-2|NXN_MOUSE Isoform 2 of Nucleoredoxin OS=Mus musculus OX=10090 GN=Nxn;sp|P97346|NXN_MOUSE Nucleoredoxin OS=Mus musculus OX=10090 GN=Nxn PE=1 SV=1	2	1	1	1	2.8	2.8	2.8	43.283	391	391;435	3			1						0.0035367	1.6751	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				843	11646	TRUE	12441	31987	33282	33282			-1;-1
P97351	P97351	11	11	11	40S ribosomal protein S3a	Rps3a	sp|P97351|RS3A_MOUSE 40S ribosomal protein S3a OS=Mus musculus OX=10090 GN=Rps3a PE=1 SV=3	1	11	11	11	40.2	40.2	40.2	29.885	264	264	4.95	2	2	2	3	2	2	3	4	0	48.671	124560000	55823000	119560000	49003000	57885000	51641000	1100900	43057000	43610000	59651000	117410000	52144000	121050000	50325000	60487000	52254000	5360400	45427000	40793000	56972000	20	20	20	20	20	20	16	20	20	20	8125500000	22				844	260;261;5553;5554;8124;8464;8493;10018;12876;13261;14170	True;True;True;True;True;True;True;True;True;True;True	275;276;5900;5901;8607;8976;9006;10719;13748;14165;15137	750;751;752;15572;15573;15574;15575;22294;22295;22296;23278;23279;23353;23354;27835;35300;35301;36544;39071;39072	788;789;790;791;792;16286;16287;16288;16289;23319;23320;23321;24334;24335;24419;24420;29033;36654;36655;37971;40616;40617	788;791;16286;16288;23321;24335;24420;29033;36654;37971;40617			-1
P97352	P97352	5	5	5	Protein S100-A13	S100a13	sp|P97352|S10AD_MOUSE Protein S100-A13 OS=Mus musculus OX=10090 GN=S100a13 PE=1 SV=1	1	5	5	5	40.8	40.8	40.8	11.158	98	98	4.62	2	3	1		1	1	2	3	0	84.232	188490000	64699000	179280000	99501000	96165000	104380000	662850	66432000	85962000	120420000	177660000	60791000	181770000	98615000	99404000	105110000	8174900	72494000	80351000	114280000	17	17	17	17	17	17	9	17	17	17	16732000000	16				845	3288;5614;7395;8418;12634	True;True;True;True;True	3509;5964;7844;8925;13490	9255;9256;9257;15728;15729;15730;20476;20477;23148;23149;23150;34705;34706	9732;9733;9734;9735;9736;16448;16449;16450;16451;21372;21373;24206;24207;36044;36045;36046	9735;16449;21373;24206;36046			-1
P97364	P97364	2	2	2	"Selenide, water dikinase 2"	Sephs2	"sp|P97364|SPS2_MOUSE Selenide, water dikinase 2 OS=Mus musculus OX=10090 GN=Sephs2 PE=1 SV=3"	1	2	2	2	13.9	13.9	13.9	47.833	452	452	6					1	1	1		0	42.434	1611500	1304600	1802500	1445800	1558500	923510	58170	1093300	996820	1370900	1520500	1221100	1818500	1449600	1552200	978820	169090	1128200	933730	1313000	2	2	2	2	2	2	2	2	2	2	485430000	2				846	342;12311	True;True	364;13156	994;995;33840	1032;35160	1032;35160			-1
P97370	P97370	7	7	7	Sodium/potassium-transporting ATPase subunit beta-3	Atp1b3	sp|P97370|AT1B3_MOUSE Sodium/potassium-transporting ATPase subunit beta-3 OS=Mus musculus OX=10090 GN=Atp1b3 PE=1 SV=1	1	7	7	7	36	36	36	31.775	278	278	3.64	2	3	2	4		1	1	1	0	103.15	102210000	47298000	94406000	54585000	49784000	38261000	343940	31532000	36186000	49737000	96326000	44290000	95888000	54646000	51549000	39857000	4009500	33563000	33827000	47348000	13	13	13	13	13	13	9	13	13	13	5647000000	15				847	259;3844;5487;6618;8160;9419;14826	True;True;True;True;True;True;True	274;4097;5831;7021;8645;9990;15841	749;10779;10780;15390;15391;15392;18475;18476;22377;22378;22379;25917;25918;40896	785;786;787;11326;11327;16117;16118;16119;19281;19282;23405;23406;27133;27134;42536	785;11326;16119;19281;23406;27134;42536			-1
P97371	P97371	9	9	9	Proteasome activator complex subunit 1	Psme1	sp|P97371|PSME1_MOUSE Proteasome activator complex subunit 1 OS=Mus musculus OX=10090 GN=Psme1 PE=1 SV=2	1	9	9	9	40.2	40.2	40.2	28.673	249	249	4.35	4	1	1	1	2	6	1	1	0	55.057	53615000	32426000	60715000	24834000	26121000	24230000	329160	26159000	29265000	40390000	50591000	30258000	60819000	25774000	27659000	24790000	2252600	27357000	27358000	38470000	16	16	16	16	16	16	11	16	16	16	4151200000	18				848	1272;3536;7216;7461;8064;10677;12416;13212;13300	True;True;True;True;True;True;True;True;True	1374;3772;7657;7912;8547;11415;13265;14113;14206	3672;3673;3674;3675;9984;9985;9986;20048;20049;20641;22159;29498;29499;34082;34083;36421;36643	3849;3850;3851;3852;3853;10500;10501;10502;20916;20917;21543;23180;30782;35394;35395;35396;37845;38073	3850;10502;20916;21543;23180;30782;35394;37845;38073			-1
P97372	P97372	2	2	2	Proteasome activator complex subunit 2	Psme2	sp|P97372|PSME2_MOUSE Proteasome activator complex subunit 2 OS=Mus musculus OX=10090 GN=Psme2 PE=1 SV=4	1	2	2	2	9.2	9.2	9.2	27.057	239	239	3	1		2	2					0	20.284	10086000	10461000	17035000	8843100	6751200	6129400	1230000	8479900	7288200	10102000	9549000	9768600	16744000	9056500	7250500	6481300	1745200	8670600	6856400	9691000	3	3	3	3	3	3	3	3	3	3	912040000	3				849	1121;7665	True;True	1195;8128	3179;3180;3181;3182;21081	3358;3359;22019	3358;22019			-1
P97379;P97379-2	P97379;P97379-2	2;2	2;2	2;2	Ras GTPase-activating protein-binding protein 2	G3bp2	sp|P97379|G3BP2_MOUSE Ras GTPase-activating protein-binding protein 2 OS=Mus musculus OX=10090 GN=G3bp2 PE=1 SV=2;sp|P97379-2|G3BP2_MOUSE Isoform B of Ras GTPase-activating protein-binding protein 2 OS=Mus musculus OX=10090 GN=G3bp2	2	2	2	2	6	6	6	54.087	482	482;449	4	1						1		0	10.987	861880	661240	1191000	693220	745150	611030	11942	686470	728190	858500	814480	618600	1184600	700510	759670	630080	73936	709410	680990	822330	1	1	1	1	1	1	1	1	1	1	340660000	2				850	8930;13738	True;True	9474;14669	24676;37856	25834;39343	25834;39343			-1;-1
P97384	P97384	6	6	6	Annexin A11	Anxa11	sp|P97384|ANX11_MOUSE Annexin A11 OS=Mus musculus OX=10090 GN=Anxa11 PE=1 SV=2	1	6	6	6	11.9	11.9	11.9	54.079	503	503	3.29		4	1		1		1		0	75.957	11021000	7910600	13077000	14073000	11597000	6723000	22596	9192700	9265300	12186000	10403000	7448700	13155000	13722000	11520000	7381500	880330	9460800	8657900	11653000	4	4	4	4	4	4	2	4	4	4	914380000	6				851	665;2715;5707;5708;11550;12567	True;True;True;True;True;True	704;2908;6061;6062;12339;13421	1908;7742;15994;15995;31651;31652;34514	2028;8125;16736;16737;32915;35849	2028;8125;16736;16737;32915;35849			-1
P97429	P97429	8	7	7	Annexin A4	Anxa4	sp|P97429|ANXA4_MOUSE Annexin A4 OS=Mus musculus OX=10090 GN=Anxa4 PE=1 SV=4	1	8	7	7	29.2	27	27	35.915	319	319	4.55		1	3	2	1	3		1	0	207.75	44517000	27674000	59535000	34851000	28450000	35056000	265650	28213000	27587000	41796000	42057000	25919000	59174000	34882000	29764000	35545000	2571900	29629000	25790000	39849000	14	13	14	14	14	14	9	13	14	14	2876600000	15				852	166;378;2398;4431;5181;5182;6887;11898	True;True;False;True;True;True;True;True	178;403;2561;4725;5503;5504;7309;12707	454;455;1089;1090;6779;6780;12441;12442;14541;14542;14543;19168;32753	480;481;1127;1128;7098;13083;13084;13085;13086;13087;15269;15270;15271;15272;19974;34060	480;1127;7098;13086;15270;15272;19974;34060			-1
P97443;P97443-3;P97443-2	P97443;P97443-3;P97443-2	1;1;1	1;1;1	1;1;1	Histone-lysine N-methyltransferase Smyd1	Smyd1	sp|P97443|SMYD1_MOUSE Histone-lysine N-methyltransferase Smyd1 OS=Mus musculus OX=10090 GN=Smyd1 PE=1 SV=3;sp|P97443-3|SMYD1_MOUSE Isoform 3 of Histone-lysine N-methyltransferase Smyd1 OS=Mus musculus OX=10090 GN=Smyd1;sp|P97443-2|SMYD1_MOUSE Isoform 2 of 	3	1	1	1	2.2	2.2	2.2	56.495	490	490;461;477	4.5	1							1	0.0017961	1.8318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2				853	5202	TRUE	5524	14595;14596	15316;15317	15316			-1;-1;-1
P97447;P97447-2	P97447	15;7	15;7	15;7	Four and a half LIM domains protein 1	Fhl1	sp|P97447|FHL1_MOUSE Four and a half LIM domains protein 1 OS=Mus musculus OX=10090 GN=Fhl1 PE=1 SV=3	2	15	15	15	59.6	59.6	59.6	31.888	280	280;194	4.84	6	3	7	7	4	8	7	8	0	323.31	232210000	172710000	237700000	356680000	307580000	77318000	2761100	181080000	131390000	185330000	218960000	163030000	242570000	344200000	299650000	99137000	22229000	181680000	122860000	178690000	63	63	63	63	63	63	43	63	63	63	38221000000	62				854	795;796;798;1975;3958;3979;4306;4335;4631;5645;5646;10204;10820;10982;14934	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	845;846;848;2109;4219;4242;4591;4620;4932;5996;5997;10921;11568;11740;15951	2275;2276;2277;2278;2279;2281;2282;2283;2284;2285;5594;5595;11112;11113;11114;11175;11176;11177;11178;12059;12060;12061;12125;12126;12127;12128;12953;12954;12955;12956;12957;15801;15802;15803;28319;28320;28321;29824;29825;29826;29827;29828;30206;30207;30208;41145;41146;41147;41148;41149	2417;2418;2419;2420;2421;2422;2423;2424;2426;2427;2428;2429;2430;5843;5844;11691;11692;11693;11761;11762;11763;11764;11765;11766;12666;12667;12668;12669;12733;12734;12735;12736;12737;13602;13603;13604;13605;13606;13607;16523;16524;16525;16526;29531;31118;31119;31120;31121;31122;31123;31503;31504;31505;31506;31507;31508;42782;42783;42784;42785;42786;42787	2417;2424;2429;5843;11692;11762;12669;12735;13604;16523;16525;29531;31120;31507;42786			-1;-1
P97449	P97449	1	1	1	Aminopeptidase N	Anpep	sp|P97449|AMPN_MOUSE Aminopeptidase N OS=Mus musculus OX=10090 GN=Anpep PE=1 SV=4	1	1	1	1	1.7	1.7	1.7	109.65	966	966	8								1	0	6.643	479740	432850	683870	479750	428490	361230	14728	332570	413830	543360	453470	405160	679250	481950	436980	374970	49741	352160	387300	516840	1	1	1	1	1	1	1	1	1	1	24330000	1				855	12763	TRUE	13626	35008	36352	36352			-1
P97450	P97450	4	4	4	"ATP synthase-coupling factor 6, mitochondrial"	Atp5j	"sp|P97450|ATP5J_MOUSE ATP synthase-coupling factor 6, mitochondrial OS=Mus musculus OX=10090 GN=Atp5pf PE=1 SV=1"	1	4	4	4	44.4	44.4	44.4	12.496	108	108	5			1	2		4			0	135.04	75325000	20021000	49776000	38192000	35095000	19454000	228590	22764000	25622000	29183000	70876000	18873000	52035000	37155000	35425000	21099000	2823500	23550000	23951000	27933000	10	10	10	10	10	10	6	10	10	10	3128100000	11				856	3980;4661;10441;11248	True;True;True;True	4243;4962;11173;12016	11179;11180;13059;13060;28937;28938;30878	11767;11768;13706;13707;30183;30184;30185;30186;30187;32164;32165	11768;13706;30186;32165			-1
P97457	P97457	21	21	21	"Myosin regulatory light chain 2, skeletal muscle isoform"	Mylpf	"sp|P97457|MLRS_MOUSE Myosin regulatory light chain 2, skeletal muscle isoform OS=Mus musculus OX=10090 GN=Mylpf PE=1 SV=3"	1	21	21	21	85.8	85.8	85.8	18.955	169	169	4.95	2	9	15	18	14	18	18	8	0	323.31	797970000	609810000	863490000	2128700000	1269700000	124860000	15967000	797590000	836210000	963190000	752730000	582910000	880590000	2016900000	1230000000	267340000	103830000	795180000	781890000	923590000	117	116	117	114	116	108	82	116	117	117	1.975E+11	114				857	523;2198;2199;2626;2828;2829;2830;2885;2940;4288;4407;7650;7651;10033;10089;10090;10181;10501;10502;10880;11272	True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True;True	551;552;2350;2351;2814;2815;3026;3027;3028;3089;3090;3145;4573;4699;8112;8113;10734;10795;10796;10895;10896;11236;11237;11629;11630;12041	1454;1455;1456;1457;1458;1459;1460;1461;1462;1463;1464;1465;1466;1467;6242;6243;6244;6245;7479;7480;7481;7482;7483;7484;7485;7486;8035;8036;8037;8038;8039;8040;8041;8042;8043;8044;8045;8046;8047;8048;8049;8050;8213;8214;8215;8216;8217;8218;8352;8353;12007;12008;12364;12365;12366;12367;12368;12369;12370;12371;12372;12373;12374;12375;12376;21048;21049;21050;27876;27877;27998;27999;28000;28001;28002;28003;28004;28243;28244;28245;28246;28247;28248;29084;29085;29086;29087;29088;29089;29090;29091;29092;29093;29094;29095;29096;29097;29098;29960;29961;29962;30930	1525;1526;1527;1528;1529;1530;1531;1532;1533;1534;1535;1536;1537;1538;1539;6543;6544;6545;6546;7829;7830;7831;7832;7833;7834;8435;8436;8437;8438;8439;8440;8441;8442;8443;8444;8445;8446;8447;8448;8449;8450;8451;8452;8453;8643;8644;8645;8646;8647;8648;8799;8800;8801;12617;13000;13001;13002;13003;13004;13005;13006;13007;13008;13009;13010;13011;13012;13013;13014;13015;13016;13017;13018;13019;21973;21974;21975;21976;29084;29085;29201;29202;29203;29204;29205;29206;29207;29208;29448;29449;29450;29451;29452;29453;29454;29455;30343;30344;30345;30346;30347;30348;30349;30350;30351;30352;30353;30354;30355;31266;31267;31268;31269;32212	1538;6543;6545;7832;8436;8441;8448;8644;8801;12617;13016;21975;21976;29084;29204;29207;29452;30346;30353;31268;32212	533;534;535;536	21;57;86;139	-1
P97461	P97461	5	5	5	"40S ribosomal protein S5;40S ribosomal protein S5, N-terminally processed"	Rps5	sp|P97461|RS5_MOUSE 40S ribosomal protein S5 OS=Mus musculus OX=10090 GN=Rps5 PE=1 SV=3	1	5	5	5	20.1	20.1	20.1	22.889	204	204	4.38	2	2	2		2	2	1	2	0	51.232	31589000	15682000	29053000	15394000	16811000	14862000	160010	14363000	14287000	19443000	29769000	14662000	29540000	15650000	17253000	15171000	1415300	15009000	13355000	18582000	15	15	15	15	15	15	10	15	15	15	3772800000	15				858	10451;11249;11353;12428;13844	True;True;True;True;True	11183;12017;12128;13277;14793	28957;30879;30880;31138;34112;34113;34114;34115;34116;38172;38173;38174;38175	30211;32166;32421;35433;35434;35435;35436;35437;35438;35439;35440;39656;39657;39658;39659	30211;32166;32421;35435;39658			-1
P97471	P97471	1	1	1	Mothers against decapentaplegic homolog 4	Smad4	sp|P97471|SMAD4_MOUSE Mothers against decapentaplegic homolog 4 OS=Mus musculus OX=10090 GN=Smad4 PE=1 SV=2	1	1	1	1	3.8	3.8	3.8	60.341	551	551	6						1			0	2.6888	178840	208990	257340	255590	231250	175570	0	197880	213750	238820	169060	195820	256540	254890	229480	184610	16465	204300	199660	229010	1	1	1	1	1	1	0	1	1	1	120330000	1				859	1050	TRUE	1118	2998	3166	3166			-1
P97478	P97478	3	3	3	"5-demethoxyubiquinone hydroxylase, mitochondrial"	Coq7	"sp|P97478|COQ7_MOUSE 5-demethoxyubiquinone hydroxylase, mitochondrial OS=Mus musculus OX=10090 GN=Coq7 PE=1 SV=3"	1	3	3	3	20.3	20.3	20.3	24.041	217	217	4.33				2	1				0	10.701	13916000	4728200	15935000	5524800	6214400	2860200	48533	4050800	4416100	5537900	13132000	4428100	15943000	5509700	6661500	3114900	516020	4167700	4129000	5291100	2	2	2	2	2	2	2	2	2	2	902340000	3				860	3069;7236;7349	True;True;True	3278;7677;7795	8647;20123;20388	9116;20992;21280	9116;20992;21280			-1
P97493	P97493	2	2	2	"Thioredoxin, mitochondrial"	Txn2	"sp|P97493|THIOM_MOUSE Thioredoxin, mitochondrial OS=Mus musculus OX=10090 GN=Txn2 PE=1 SV=1"	1	2	2	2	21.7	21.7	21.7	18.255	166	166	7.2						1	2	2	0	44.325	106850000	23006000	55041000	30070000	30231000	18793000	124520	17043000	24291000	30283000	100450000	21573000	58890000	29842000	31176000	19823000	2421500	18166000	22704000	28751000	6	6	6	6	6	6	3	6	6	6	4676100000	6				861	4338;14244	True;True	4625;15218	12153;12154;39306;39307;39308	12766;12767;40870;40871;40872;40873	12767;40871			-1
P97494	P97494	1	1	1	Glutamate--cysteine ligase catalytic subunit	Gclc	sp|P97494|GSH1_MOUSE Glutamate--cysteine ligase catalytic subunit OS=Mus musculus OX=10090 GN=Gclc PE=1 SV=4	1	1	1	1	1.4	1.4	1.4	72.571	637	637	5					1				0.00046512	2.2517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1				862	14220	TRUE	15192	39240	40804	40804			-1
P97742	P97742	4	2	2	"Carnitine O-palmitoyltransferase 1, liver isoform"	Cpt1a	"sp|P97742|CPT1A_MOUSE Carnitine O-palmitoyltransferase 1, liver isoform OS=Mus musculus OX=10090 GN=Cpt1a PE=1 SV=4"	1	4	2	2	6.5	3.8	3.8	88.25	773	773	4			1		1				0	13.123	2719400	1280300	2460100	2499600	2604000	2082900	20967	878270	827640	1244500	2562500	1207400	2521700	2443000	2561500	2118000	184320	986380	774270	1187900	1	1	1	1	1	1	1	1	1	1	154180000	2				863	3967;7809;7872;8658	False;True;False;True	4228;4229;8276;8345;9181	11138;11139;11140;11141;11142;21381;21573;23785	11720;11721;11722;11723;11724;11725;11726;11727;11728;22344;22518;22519;24902	11724;22344;22519;24902	537	593	-1
